dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,pengelompokan
2011-08-22,Fall,0,8,0,1,1,Clear,0.691667,47.0,18.54225,833,3925,4758,Sedang
2011-08-23,Fall,0,8,0,2,1,Clear,0.640833,45.5417,9.833121,1281,4614,5895,Tinggi
2011-08-24,Fall,0,8,0,3,1,Clear,0.673333,60.5,16.958236,949,4181,5130,Tinggi
2011-08-25,Fall,0,8,0,4,1,Cloudy,0.684167,77.1667,14.125810999999999,435,3107,3542,Sedang
2011-08-26,Fall,0,8,0,5,1,Clear,0.7,76.125,5.625487499999999,768,3893,4661,Sedang
2011-08-27,Fall,0,8,0,6,0,Cloudy,0.68,85.0,25.166338999999997,226,889,1115,Rendah
2011-08-28,Fall,0,8,0,0,0,Clear,0.707059,56.1765,20.412153,1415,2919,4334,Sedang
2011-08-29,Fall,0,8,0,1,1,Clear,0.636667,55.45830000000001,10.708275,729,3905,4634,Sedang
2011-08-30,Fall,0,8,0,2,1,Clear,0.639167,54.833299999999994,8.375536,775,4429,5204,Tinggi
2011-08-31,Fall,0,8,0,3,1,Clear,0.656667,59.791700000000006,5.5833311,688,4370,5058,Tinggi
2011-09-01,Fall,0,9,0,4,1,Clear,0.655,63.916700000000006,9.500332,783,4332,5115,Tinggi
2011-09-02,Fall,0,9,0,5,1,Cloudy,0.643333,72.70830000000001,9.375243,875,3852,4727,Sedang
2011-09-03,Fall,0,9,0,6,0,Clear,0.669167,71.6667,12.416775,1935,2549,4484,Sedang
2011-09-05,Fall,0,9,1,1,0,Cloudy,0.673333,79.0417,14.250632,1236,2115,3351,Sedang
2011-09-06,Fall,0,9,0,2,1,Light Rain/Snow,0.54,88.6957,23.044181,204,2506,2710,Sedang
2011-09-07,Fall,0,9,0,3,1,Light Rain/Snow,0.599167,91.7083,6.500393600000001,118,1878,1996,Rendah
2011-09-08,Fall,0,9,0,4,1,Light Rain/Snow,0.633913,93.9565,12.914116,153,1689,1842,Rendah
2011-09-09,Fall,0,9,0,5,1,Cloudy,0.65,89.79169999999999,8.333393000000001,417,3127,3544,Sedang
2011-09-10,Fall,0,9,0,6,0,Clear,0.66,75.375,10.291736,1750,3595,5345,Tinggi
2011-09-11,Fall,0,9,0,0,0,Clear,0.653333,71.375,7.708618,1633,3413,5046,Tinggi
2011-09-12,Fall,0,9,0,1,1,Clear,0.644348,69.2174,5.957171000000001,690,4023,4713,Sedang
2011-09-13,Fall,0,9,0,2,1,Clear,0.650833,71.25,9.500868,701,4062,4763,Sedang
2011-09-14,Fall,0,9,0,3,1,Clear,0.673333,69.7083,11.2091,647,4138,4785,Sedang
2011-09-15,Fall,0,9,0,4,1,Cloudy,0.5775,70.9167,18.166782,428,3231,3659,Sedang
2011-09-16,Fall,0,9,0,5,1,Cloudy,0.469167,59.0417,11.000261,742,4018,4760,Sedang
2011-09-17,Fall,0,9,0,6,0,Cloudy,0.491667,71.8333,12.708225,1434,3077,4511,Sedang
2011-09-18,Fall,0,9,0,0,0,Clear,0.5075,69.5,11.958361,1353,2921,4274,Sedang
2011-09-19,Fall,0,9,0,1,1,Cloudy,0.549167,69.0,10.166713999999999,691,3848,4539,Sedang
2011-09-20,Fall,0,9,0,2,1,Cloudy,0.561667,88.125,9.041917999999999,438,3203,3641,Sedang
2011-09-21,Fall,0,9,0,3,1,Cloudy,0.595,90.0,6.4590814,539,3813,4352,Sedang
2011-09-22,Fall,0,9,0,4,1,Cloudy,0.628333,90.2083,8.584375,555,4240,4795,Sedang
2011-09-23,Winter,0,9,0,5,1,Cloudy,0.609167,97.25,5.2505689,258,2137,2395,Sedang
2011-09-24,Winter,0,9,0,6,0,Cloudy,0.606667,86.25,5.2516811,1776,3647,5423,Tinggi
2011-09-25,Winter,0,9,0,0,0,Cloudy,0.634167,84.5,3.3754064,1544,3466,5010,Tinggi
2011-09-26,Winter,0,9,0,1,1,Cloudy,0.649167,84.8333,7.4169,684,3946,4630,Sedang
2011-09-27,Winter,0,9,0,2,1,Cloudy,0.636667,88.5417,7.917457,477,3643,4120,Sedang
2011-09-28,Winter,0,9,0,3,1,Cloudy,0.635,84.875,9.958143000000002,480,3427,3907,Sedang
2011-09-29,Winter,0,9,0,4,1,Clear,0.616667,69.91669999999999,11.583161,653,4186,4839,Sedang
2011-09-30,Winter,0,9,0,5,1,Clear,0.564167,64.75,13.833825,830,4372,5202,Tinggi
2011-10-01,Winter,0,10,0,6,0,Cloudy,0.41,75.375,19.583832,480,1949,2429,Sedang
2011-10-02,Winter,0,10,0,0,0,Cloudy,0.356667,79.1667,14.874870999999999,616,2302,2918,Sedang
2011-10-03,Winter,0,10,0,1,1,Cloudy,0.384167,76.0833,5.5841686,330,3240,3570,Sedang
2011-10-04,Winter,0,10,0,2,1,Clear,0.484167,71.0,13.792218,486,3970,4456,Sedang
2011-10-05,Winter,0,10,0,3,1,Clear,0.538333,64.79169999999999,11.87575,559,4267,4826,Sedang
2011-10-06,Winter,0,10,0,4,1,Clear,0.494167,62.083299999999994,9.041917999999999,639,4126,4765,Sedang
2011-10-07,Winter,0,10,0,5,1,Clear,0.510833,68.41669999999999,1.5002439,949,4036,4985,Sedang
2011-10-08,Winter,0,10,0,6,0,Clear,0.521667,70.125,3.0420814,2235,3174,5409,Tinggi
2011-10-10,Winter,0,10,1,1,0,Clear,0.570833,73.375,2.8343814,1514,3603,5117,Tinggi
2011-10-11,Winter,0,10,0,2,1,Cloudy,0.566667,80.875,9.583814,667,3896,4563,Sedang
2011-10-12,Winter,0,10,0,3,1,Light Rain/Snow,0.543333,90.625,16.62605,217,2199,2416,Sedang
2011-10-13,Winter,0,10,0,4,1,Cloudy,0.589167,89.6667,9.499729,290,2623,2913,Sedang
2011-10-14,Winter,0,10,0,5,1,Cloudy,0.550833,71.625,15.000161,529,3115,3644,Sedang
2011-10-15,Winter,0,10,0,6,0,Clear,0.506667,48.3333,17.291561,1899,3318,5217,Tinggi
2011-10-16,Winter,0,10,0,0,0,Clear,0.511667,48.6667,18.875039,1748,3293,5041,Tinggi
2011-10-17,Winter,0,10,0,1,1,Clear,0.534167,57.958299999999994,11.750393,713,3857,4570,Sedang
2011-10-18,Winter,0,10,0,2,1,Cloudy,0.5325,70.1667,7.375829,637,4111,4748,Sedang
2011-10-19,Winter,0,10,0,3,1,Light Rain/Snow,0.541739,89.52170000000001,16.303713,254,2170,2424,Sedang
2011-10-20,Winter,0,10,0,4,1,Clear,0.475833,63.625,28.292425,471,3724,4195,Sedang
2011-10-21,Winter,0,10,0,5,1,Clear,0.4275,57.4167,14.833532,676,3628,4304,Sedang
2011-10-22,Winter,0,10,0,6,0,Clear,0.4225,62.916700000000006,6.2086689,1499,2809,4308,Sedang
2011-10-23,Winter,0,10,0,0,0,Clear,0.421667,74.125,6.6673375,1619,2762,4381,Sedang
2011-10-24,Winter,0,10,0,1,1,Clear,0.463333,77.2083,7.959064,699,3488,4187,Sedang
2011-10-25,Winter,0,10,0,2,1,Clear,0.471667,62.291700000000006,11.166086,695,3992,4687,Sedang
2011-10-26,Winter,0,10,0,3,1,Cloudy,0.484167,72.04169999999999,9.959014,404,3490,3894,Sedang
2011-10-27,Winter,0,10,0,4,1,Cloudy,0.47,81.2917,13.250121,240,2419,2659,Sedang
2011-10-28,Winter,0,10,0,5,1,Cloudy,0.330833,58.58330000000001,15.375093,456,3291,3747,Sedang
2011-10-29,Winter,0,10,0,6,0,Light Rain/Snow,0.254167,88.25,23.541857,57,570,627,Rendah
2011-10-30,Winter,0,10,0,0,0,Clear,0.319167,62.375,11.833339,885,2446,3331,Sedang
2011-10-31,Winter,0,10,0,1,1,Clear,0.34,70.3333,7.12545,362,3307,3669,Sedang
2011-11-01,Winter,0,11,0,2,1,Clear,0.400833,68.375,9.083257,410,3658,4068,Sedang
2011-11-02,Winter,0,11,0,3,1,Clear,0.3775,71.875,5.5001439,370,3816,4186,Sedang
2011-11-03,Winter,0,11,0,4,1,Clear,0.408333,70.20830000000001,9.166739,318,3656,3974,Sedang
2011-11-04,Winter,0,11,0,5,1,Cloudy,0.403333,62.25000000000001,18.209193,470,3576,4046,Sedang
2011-11-05,Winter,0,11,0,6,0,Clear,0.326667,51.916700000000006,12.667154,1156,2770,3926,Sedang
2011-11-06,Winter,0,11,0,0,0,Clear,0.348333,73.4583,6.1676314,952,2697,3649,Sedang
2011-11-07,Winter,0,11,0,1,1,Clear,0.395,75.875,3.834075,373,3662,4035,Sedang
2011-11-08,Winter,0,11,0,2,1,Clear,0.408333,72.16669999999999,4.6255125,376,3829,4205,Sedang
2011-11-09,Winter,0,11,0,3,1,Clear,0.4,75.83330000000001,4.1671186,305,3804,4109,Sedang
2011-11-10,Winter,0,11,0,4,1,Cloudy,0.38,81.3333,12.667489000000002,190,2743,2933,Sedang
2011-11-11,Winter,0,11,1,5,0,Clear,0.324167,44.625,21.083225,440,2928,3368,Sedang
2011-11-12,Winter,0,11,0,6,0,Clear,0.356667,55.2917,14.208154,1275,2792,4067,Sedang
2011-11-13,Winter,0,11,0,0,0,Clear,0.440833,45.8333,18.875307,1004,2713,3717,Sedang
2011-11-14,Winter,0,11,0,1,1,Clear,0.53,58.7083,20.541932,595,3891,4486,Sedang
2011-11-15,Winter,0,11,0,2,1,Cloudy,0.53,68.875,13.375411,449,3746,4195,Sedang
2011-11-16,Winter,0,11,0,3,1,Light Rain/Snow,0.456667,93.0,9.167543,145,1672,1817,Rendah
2011-11-17,Winter,0,11,0,4,1,Cloudy,0.341667,57.5833,20.459254,139,2914,3053,Sedang
2011-11-18,Winter,0,11,0,5,1,Clear,0.274167,41.0,11.291711,245,3147,3392,Sedang
2011-11-19,Winter,0,11,0,6,0,Clear,0.329167,50.208299999999994,15.041232,943,2720,3663,Sedang
2011-11-20,Winter,0,11,0,0,0,Cloudy,0.463333,68.45830000000001,12.45865,787,2733,3520,Sedang
2011-11-21,Winter,0,11,0,1,1,Light Rain/Snow,0.4475,91.0,9.249618,220,2545,2765,Sedang
2011-11-22,Winter,0,11,0,2,1,Light Rain/Snow,0.416667,96.25,7.959064,69,1538,1607,Rendah
2011-11-23,Winter,0,11,0,3,1,Cloudy,0.440833,75.79169999999999,22.500275,112,2454,2566,Sedang
2011-11-24,Winter,0,11,1,4,0,Clear,0.373333,54.9167,11.209368000000001,560,935,1495,Rendah
2011-11-25,Winter,0,11,0,5,1,Clear,0.375,64.375,6.6260186,1095,1697,2792,Sedang
2011-11-26,Winter,0,11,0,6,0,Clear,0.375833,68.1667,4.5841936,1249,1819,3068,Sedang
2011-11-27,Winter,0,11,0,0,0,Clear,0.459167,69.8333,13.999918,810,2261,3071,Sedang
2011-11-28,Winter,0,11,0,1,1,Clear,0.503478,74.3043,9.522174,253,3614,3867,Sedang
2011-11-29,Winter,0,11,0,2,1,Cloudy,0.458333,83.08330000000001,17.292164,96,2818,2914,Sedang
2011-11-30,Winter,0,11,0,3,1,Clear,0.325,61.3333,18.167586,188,3425,3613,Sedang
2011-12-01,Winter,0,12,0,4,1,Clear,0.3125,52.4583,14.750586,182,3545,3727,Sedang
2011-12-02,Winter,0,12,0,5,1,Clear,0.314167,62.583299999999994,6.750518,268,3672,3940,Sedang
2011-12-03,Winter,0,12,0,6,0,Clear,0.299167,61.291700000000006,6.4174811,706,2908,3614,Sedang
2011-12-04,Winter,0,12,0,0,0,Clear,0.330833,77.5833,5.6252061,634,2851,3485,Sedang
2011-12-05,Winter,0,12,0,1,1,Cloudy,0.385833,82.70830000000001,4.1679561000000005,233,3578,3811,Sedang
2011-12-06,Winter,0,12,0,2,1,Light Rain/Snow,0.4625,94.9583,15.583061,126,2468,2594,Sedang
2011-12-07,Winter,0,12,0,3,1,Light Rain/Snow,0.41,97.04169999999999,17.833725,50,655,705,Rendah
2011-12-08,Winter,0,12,0,4,1,Clear,0.265833,57.99999999999999,16.083886,150,3172,3322,Sedang
2011-12-09,Winter,0,12,0,5,1,Clear,0.290833,69.58330000000001,5.5420189,261,3359,3620,Sedang
2011-12-10,Winter,0,12,0,6,0,Clear,0.275,50.74999999999999,15.625807,502,2688,3190,Sedang
2011-12-11,Winter,0,12,0,0,0,Clear,0.220833,49.0,4.458293899999999,377,2366,2743,Sedang
2011-12-12,Winter,0,12,0,1,1,Clear,0.238333,67.08330000000001,4.251150000000001,143,3167,3310,Sedang
2011-12-13,Winter,0,12,0,2,1,Clear,0.2825,59.0,9.41685,155,3368,3523,Sedang
2011-12-14,Winter,0,12,0,3,1,Cloudy,0.3175,66.375,4.0842061,178,3562,3740,Sedang
2011-12-15,Winter,0,12,0,4,1,Cloudy,0.4225,63.416700000000006,17.958814,181,3528,3709,Sedang
2011-12-16,Winter,0,12,0,5,1,Cloudy,0.375,50.0417,17.458525,178,3399,3577,Sedang
2011-12-17,Winter,0,12,0,6,0,Cloudy,0.258333,56.0833,16.292189,275,2464,2739,Sedang
2011-12-18,Winter,0,12,0,0,0,Clear,0.238333,58.62500000000001,11.375193000000001,220,2211,2431,Sedang
2011-12-19,Winter,0,12,0,1,1,Clear,0.276667,63.74999999999999,11.584031999999999,260,3143,3403,Sedang
2011-12-20,Winter,0,12,0,2,1,Cloudy,0.385833,59.5417,4.1252436,216,3534,3750,Sedang
2011-12-21,Spring,0,12,0,3,1,Cloudy,0.428333,85.83330000000001,14.8338,107,2553,2660,Sedang
2011-12-22,Spring,0,12,0,4,1,Cloudy,0.423333,75.75,3.1674249999999997,227,2841,3068,Sedang
2011-12-23,Spring,0,12,0,5,1,Clear,0.373333,68.625,18.374482,163,2046,2209,Sedang
2011-12-24,Spring,0,12,0,6,0,Clear,0.3025,54.25,12.750368,155,856,1011,Rendah
2011-12-25,Spring,0,12,0,0,0,Clear,0.274783,68.13040000000001,10.391097,303,451,754,Rendah
2011-12-26,Spring,0,12,1,1,0,Clear,0.321739,50.6957,16.044155,430,887,1317,Rendah
2011-12-27,Spring,0,12,0,2,1,Cloudy,0.325,76.25,12.62615,103,1059,1162,Rendah
2011-12-28,Spring,0,12,0,3,1,Clear,0.29913,50.39130000000001,19.695386999999997,255,2047,2302,Sedang
2011-12-29,Spring,0,12,0,4,1,Clear,0.248333,57.4167,8.000604000000001,254,2169,2423,Sedang
2011-12-30,Spring,0,12,0,5,1,Clear,0.311667,63.6667,9.000579,491,2508,2999,Sedang
2011-12-31,Spring,0,12,0,6,0,Clear,0.41,61.583299999999994,14.750318,665,1820,2485,Sedang
2012-01-01,Spring,1,1,0,0,0,Clear,0.37,69.25,12.875189,686,1608,2294,Sedang
2012-01-02,Spring,1,1,1,1,0,Clear,0.273043,38.130399999999995,22.087555,244,1707,1951,Rendah
2012-01-03,Spring,1,1,0,2,1,Clear,0.15,44.125,24.499957000000002,89,2147,2236,Sedang
2012-01-04,Spring,1,1,0,3,1,Cloudy,0.1075,41.4583,12.3749,95,2273,2368,Sedang
2012-01-05,Spring,1,1,0,4,1,Clear,0.265833,52.416700000000006,8.709128999999999,140,3132,3272,Sedang
2012-01-06,Spring,1,1,0,5,1,Clear,0.334167,54.2083,11.249836,307,3791,4098,Sedang
2012-01-07,Spring,1,1,0,6,0,Clear,0.393333,53.1667,11.708786,1070,3451,4521,Sedang
2012-01-08,Spring,1,1,0,0,0,Clear,0.3375,46.5,12.833314,599,2826,3425,Sedang
2012-01-09,Spring,1,1,0,1,1,Cloudy,0.224167,70.1667,6.6263000000000005,106,2270,2376,Sedang
2012-01-10,Spring,1,1,0,2,1,Clear,0.308696,64.65220000000001,12.565984,173,3425,3598,Sedang
2012-01-11,Spring,1,1,0,3,1,Cloudy,0.274167,84.75,8.791807,92,2085,2177,Sedang
2012-01-12,Spring,1,1,0,4,1,Cloudy,0.3825,80.2917,12.124789,269,3828,4097,Sedang
2012-01-13,Spring,1,1,0,5,1,Clear,0.274167,50.74999999999999,25.333236,174,3040,3214,Sedang
2012-01-14,Spring,1,1,0,6,0,Clear,0.18,45.75,12.541260999999999,333,2160,2493,Sedang
2012-01-15,Spring,1,1,0,0,0,Clear,0.166667,41.9167,16.834286,284,2027,2311,Sedang
2012-01-16,Spring,1,1,1,1,0,Clear,0.19,52.25,15.500986000000001,217,2081,2298,Sedang
2012-01-17,Spring,1,1,0,2,1,Cloudy,0.373043,71.6087,23.39171,127,2808,2935,Sedang
2012-01-18,Spring,1,1,0,3,1,Clear,0.303333,44.333299999999994,27.833743,109,3267,3376,Sedang
2012-01-19,Spring,1,1,0,4,1,Clear,0.19,49.75,14.750586,130,3162,3292,Sedang
2012-01-20,Spring,1,1,0,5,1,Cloudy,0.2175,45.0,13.58425,115,3048,3163,Sedang
2012-01-21,Spring,1,1,0,6,0,Cloudy,0.173333,83.125,14.917014,67,1234,1301,Rendah
2012-01-22,Spring,1,1,0,0,0,Cloudy,0.1625,79.625,13.375746000000001,196,1781,1977,Rendah
2012-01-23,Spring,1,1,0,1,1,Cloudy,0.218333,91.125,7.417436,145,2287,2432,Sedang
2012-01-24,Spring,1,1,0,2,1,Clear,0.3425,83.58330000000001,8.292389,439,3900,4339,Sedang
2012-01-25,Spring,1,1,0,3,1,Clear,0.294167,64.375,10.791756999999999,467,3803,4270,Sedang
2012-01-26,Spring,1,1,0,4,1,Cloudy,0.341667,76.95830000000001,4.9175186,244,3831,4075,Sedang
2012-01-27,Spring,1,1,0,5,1,Cloudy,0.425,74.125,22.958689,269,3187,3456,Sedang
2012-01-28,Spring,1,1,0,6,0,Clear,0.315833,54.333299999999994,14.125542999999999,775,3248,4023,Sedang
2012-01-29,Spring,1,1,0,0,0,Clear,0.2825,31.125000000000004,16.08335,558,2685,3243,Sedang
2012-01-30,Spring,1,1,0,1,1,Clear,0.269167,40.0833,14.458064,126,3498,3624,Sedang
2012-01-31,Spring,1,1,0,2,1,Clear,0.39,41.6667,17.541739,324,4185,4509,Sedang
2012-02-01,Spring,1,2,0,3,1,Clear,0.469167,50.79169999999999,12.667489000000002,304,4275,4579,Sedang
2012-02-02,Spring,1,2,0,4,1,Cloudy,0.399167,67.29169999999999,12.541528999999999,190,3571,3761,Sedang
2012-02-03,Spring,1,2,0,5,1,Clear,0.313333,52.6667,11.959232,310,3841,4151,Sedang
2012-02-04,Spring,1,2,0,6,0,Cloudy,0.264167,77.95830000000001,8.167032,384,2448,2832,Sedang
2012-02-05,Spring,1,2,0,0,0,Cloudy,0.265833,68.7917,11.791732000000001,318,2629,2947,Sedang
2012-02-06,Spring,1,2,0,1,1,Clear,0.282609,62.2174,10.304599999999999,206,3578,3784,Sedang
2012-02-07,Spring,1,2,0,2,1,Clear,0.354167,49.625,9.874393000000001,199,4176,4375,Sedang
2012-02-08,Spring,1,2,0,3,1,Cloudy,0.256667,72.2917,8.959307,109,2693,2802,Sedang
2012-02-09,Spring,1,2,0,4,1,Clear,0.265,56.2083,13.000478999999999,163,3667,3830,Sedang
2012-02-10,Spring,1,2,0,5,1,Cloudy,0.280833,54.0,7.834243000000001,227,3604,3831,Sedang
2012-02-11,Spring,1,2,0,6,0,Light Rain/Snow,0.224167,73.125,19.416332,192,1977,2169,Sedang
2012-02-12,Spring,1,2,0,0,0,Clear,0.1275,46.4583,27.417204,73,1456,1529,Rendah
2012-02-13,Spring,1,2,0,1,1,Clear,0.2225,41.125,11.207961,94,3328,3422,Sedang
2012-02-14,Spring,1,2,0,2,1,Cloudy,0.319167,50.875,9.458993,135,3787,3922,Sedang
2012-02-15,Spring,1,2,0,3,1,Clear,0.348333,53.125,12.167200000000001,141,4028,4169,Sedang
2012-02-16,Spring,1,2,0,4,1,Cloudy,0.316667,75.29169999999999,6.125475000000001,74,2931,3005,Sedang
2012-02-17,Spring,1,2,0,5,1,Clear,0.343333,63.4583,13.791682,349,3805,4154,Sedang
2012-02-18,Spring,1,2,0,6,0,Clear,0.346667,53.4583,12.792243,1435,2883,4318,Sedang
2012-02-19,Spring,1,2,0,0,0,Cloudy,0.28,51.5833,16.958504,618,2071,2689,Sedang
2012-02-20,Spring,1,2,1,1,0,Clear,0.28,50.7826,15.348561,502,2627,3129,Sedang
2012-02-21,Spring,1,2,0,2,1,Clear,0.287826,59.434799999999996,13.783039,163,3614,3777,Sedang
2012-02-22,Spring,1,2,0,3,1,Clear,0.395833,56.7917,15.709557,394,4379,4773,Sedang
2012-02-23,Spring,1,2,0,4,1,Clear,0.454167,55.45830000000001,12.791171,516,4546,5062,Tinggi
2012-02-24,Spring,1,2,0,5,1,Cloudy,0.4075,73.75,15.916989,246,3241,3487,Sedang
2012-02-25,Spring,1,2,0,6,0,Clear,0.290833,39.5833,28.250014,317,2415,2732,Sedang
2012-02-26,Spring,1,2,0,0,0,Clear,0.279167,41.0,13.750342999999999,515,2874,3389,Sedang
2012-02-27,Spring,1,2,0,1,1,Clear,0.366667,49.0833,17.958211000000002,253,4069,4322,Sedang
2012-02-28,Spring,1,2,0,2,1,Clear,0.359167,39.5833,12.958939,229,4134,4363,Sedang
2012-02-29,Spring,1,2,0,3,1,Cloudy,0.344348,80.4783,12.000839,65,1769,1834,Rendah
2012-03-01,Spring,1,3,0,4,1,Clear,0.485833,61.5417,15.208129,325,4665,4990,Sedang
2012-03-02,Spring,1,3,0,5,1,Cloudy,0.353333,65.7083,9.708568,246,2948,3194,Sedang
2012-03-03,Spring,1,3,0,6,0,Cloudy,0.414167,62.125,10.792293,956,3110,4066,Sedang
2012-03-04,Spring,1,3,0,0,0,Clear,0.325833,40.3333,22.416257,710,2713,3423,Sedang
2012-03-05,Spring,1,3,0,1,1,Clear,0.243333,50.625,15.333486,203,3130,3333,Sedang
2012-03-06,Spring,1,3,0,2,1,Clear,0.258333,45.6667,13.458625,221,3735,3956,Sedang
2012-03-07,Spring,1,3,0,3,1,Clear,0.404167,51.3333,23.167193,432,4484,4916,Sedang
2012-03-08,Spring,1,3,0,4,1,Clear,0.5275,56.75,29.584721,486,4896,5382,Tinggi
2012-03-09,Spring,1,3,0,5,1,Cloudy,0.410833,40.708299999999994,27.7916,447,4122,4569,Sedang
2012-03-10,Spring,1,3,0,6,0,Clear,0.2875,35.0417,15.125250000000001,968,3150,4118,Sedang
2012-03-11,Spring,1,3,0,0,0,Clear,0.361739,47.6957,14.913329000000001,1658,3253,4911,Sedang
2012-03-12,Spring,1,3,0,1,1,Clear,0.466667,48.9167,13.916771,838,4460,5298,Tinggi
2012-03-13,Spring,1,3,0,2,1,Clear,0.565,61.75000000000001,15.87565,762,5085,5847,Tinggi
2012-03-14,Spring,1,3,0,3,1,Clear,0.5725,50.708299999999994,7.709154,997,5315,6312,Tinggi
2012-03-15,Spring,1,3,0,4,1,Clear,0.5575,57.958299999999994,10.042161,1005,5187,6192,Tinggi
2012-03-16,Spring,1,3,0,5,1,Cloudy,0.435833,84.20830000000001,7.583864,548,3830,4378,Sedang
2012-03-18,Spring,1,3,0,0,0,Cloudy,0.4725,81.0,8.501161,2207,3685,5892,Tinggi
2012-03-19,Spring,1,3,0,1,1,Clear,0.545,72.875,10.875238999999999,982,5171,6153,Tinggi
2012-03-20,Spring,1,3,0,2,1,Clear,0.560833,80.7917,8.125157,1051,5042,6093,Tinggi
2012-03-21,Summer,1,3,0,3,1,Cloudy,0.531667,82.125,6.000406099999999,1122,5108,6230,Tinggi
2012-03-22,Summer,1,3,0,4,1,Clear,0.554167,83.125,7.876654,1334,5537,6871,Tinggi
2012-03-24,Summer,1,3,0,6,0,Cloudy,0.5025,88.5417,12.916461,1033,2339,3372,Sedang
2012-03-25,Summer,1,3,0,0,0,Cloudy,0.4375,88.0833,14.791924999999999,1532,3464,4996,Sedang
2012-03-26,Summer,1,3,0,1,1,Clear,0.445833,47.7917,25.917007,795,4763,5558,Tinggi
2012-03-27,Summer,1,3,0,2,1,Clear,0.323333,28.999999999999996,12.541864,531,4571,5102,Tinggi
2012-03-28,Summer,1,3,0,3,1,Clear,0.484167,48.125,19.541957,674,5024,5698,Tinggi
2012-03-29,Summer,1,3,0,4,1,Clear,0.494167,43.9167,21.41655,834,5299,6133,Tinggi
2012-03-30,Summer,1,3,0,5,1,Cloudy,0.37,58.0833,9.250489,796,4663,5459,Tinggi
2012-04-02,Summer,1,4,0,1,1,Clear,0.433913,50.4348,20.913313,1208,4728,5936,Tinggi
2012-04-03,Summer,1,4,0,2,1,Clear,0.466667,39.6667,6.708911,1348,5424,6772,Tinggi
2012-04-04,Summer,1,4,0,3,1,Clear,0.541667,46.958299999999994,12.125325,1058,5378,6436,Tinggi
2012-04-05,Summer,1,4,0,4,1,Clear,0.435,37.416700000000006,14.708443,1192,5265,6457,Tinggi
2012-04-06,Summer,1,4,0,5,1,Clear,0.403333,37.7083,20.125996,1807,4653,6460,Tinggi
2012-04-08,Summer,1,4,0,0,0,Clear,0.5,27.5833,15.583931999999999,2230,2939,5169,Tinggi
2012-04-09,Summer,1,4,0,1,1,Clear,0.489167,31.75,23.999132,905,4680,5585,Tinggi
2012-04-10,Summer,1,4,0,2,1,Clear,0.446667,43.5,16.708125000000003,819,5099,5918,Tinggi
2012-04-11,Summer,1,4,0,3,1,Clear,0.348696,46.9565,19.783358,482,4380,4862,Sedang
2012-04-12,Summer,1,4,0,4,1,Clear,0.3975,46.625,19.458743,663,4746,5409,Tinggi
2012-04-13,Summer,1,4,0,5,1,Clear,0.4425,40.8333,10.416557,1252,5146,6398,Tinggi
